Date,Department,Region,Revenue,Expenses,Patients,Outstanding_AR,Outstanding_AP,Budget,Cash_on_Hand,Profit
2022-04-27 04:07:37.222861144,Oncology,East,5427,4341,89,2224,6220,8641,7509,1086
2022-04-27 05:00:06.660333016,Neurology,South,9798,8747,63,1781,5346,3472,17864,1051
2022-04-27 05:52:36.097804890,Emergency,South,9736,9448,33,771,7213,8745,17634,288
2022-04-27 06:45:05.535276764,Neurology,South,12707,3562,42,7617,5008,11910,11049,9145
2022-04-27 07:37:34.972748638,General Surgery,North,13743,2667,38,7312,4477,13955,24655,11076
2022-04-27 08:30:04.410220512,Radiology,West,6206,7314,69,4342,3974,10874,8529,-1108
2022-04-27 09:22:33.847692384,Orthopedics,West,4200,7413,24,6131,7624,12088,24646,-3213
2022-04-27 10:15:03.285164258,Emergency,East,4964,3648,30,7296,6761,6895,24264,1316
2022-04-27 11:07:32.722636132,Oncology,West,8905,6734,31,588,6089,6882,8677,2171
2022-04-27 12:00:02.160108006,General Surgery,North,5313,9828,27,713,63,10932,5088,-4515
2022-04-27 12:52:31.597579880,Orthopedics,West,4927,9199,75,1104,3702,6542,18853,-4272
2022-04-27 13:45:01.035051752,Cardiology,North,10873,2579,26,2678,4220,13402,16353,8294
2022-04-27 14:37:30.472523626,Oncology,East,10470,8615,51,5332,7593,13987,13255,1855
2022-04-27 15:29:59.909995500,Pediatrics,South,6458,1134,72,7536,886,10083,18585,5324
2022-04-27 16:22:29.347467374,Cardiology,North,3648,5120,97,3178,761,11185,19473,-1472
2022-04-27 17:14:58.784939248,General Surgery,South,7527,3512,71,2696,1509,11399,13966,4015
2022-04-27 18:07:28.222411120,Cardiology,East,14888,7105,70,7262,7220,6556,24017,7783
2022-04-27 18:59:57.659882994,Pediatrics,North,11350,7847,73,3170,4237,3812,5643,3503
2022-04-27 19:52:27.097354868,Emergency,North,10184,9048,86,5001,36,3548,23185,1136
2022-04-27 20:44:56.534826742,Cardiology,West,4341,7545,19,2736,6668,4600,21153,-3204
2022-04-27 21:37:25.972298616,Radiology,North,3518,7032,48,47,4679,10086,11888,-3514
2022-04-27 22:29:55.409770488,Oncology,East,3838,2232,55,6319,7656,13550,19810,1606
2022-04-27 23:22:24.847242362,Orthopedics,South,2870,1907,69,398,4915,11212,21764,963
2022-04-28 00:14:54.284714236,Cardiology,North,7538,6653,90,2092,1993,8913,21095,885
2022-04-28 01:07:23.722186110,Oncology,East,13469,6158,29,1281,1696,13253,23373,7311
2022-04-28 01:59:53.159657984,Neurology,East,11533,6926,65,6457,356,13385,18734,4607
2022-04-28 02:52:22.597129856,Oncology,North,12498,5089,21,4261,915,7951,15162,7409
2022-04-28 03:44:52.034601730,Orthopedics,West,7477,9810,56,3586,2883,12762,13598,-2333
2022-04-28 04:37:21.472073604,Oncology,North,11363,8779,62,5849,7552,9389,15974,2584
2022-04-28 05:29:50.909545478,Pediatrics,North,14264,6903,85,5111,2546,3572,10943,7361
2022-04-28 06:22:20.347017352,General Surgery,West,3128,8090,61,480,6354,7461,20012,-4962
2022-04-28 07:14:49.784489224,Orthopedics,East,13819,3844,42,4976,6615,5551,10252,9975
2022-04-28 08:07:19.221961098,General Surgery,North,14191,5301,73,5591,188,12062,11789,8890
2022-04-28 08:59:48.659432972,Emergency,West,8499,9888,41,4794,6325,7453,9337,-1389
2022-04-28 09:52:18.096904846,General Surgery,South,14079,5303,79,2656,7413,9676,5715,8776
2022-04-28 10:44:47.534376720,Neurology,South,3284,9596,80,2238,2926,3983,15400,-6312
2022-04-28 11:37:16.971848592,Pediatrics,West,10762,8549,38,5981,7498,8145,24103,2213
2022-04-28 12:29:46.409320466,Emergency,East,4864,5962,39,4138,3285,6246,6571,-1098
2022-04-28 13:22:15.846792340,Oncology,West,8045,1857,64,2819,503,4837,10653,6188
2022-04-28 14:14:45.284264214,Orthopedics,East,14176,3392,43,6826,7332,8619,10597,10784
2022-04-28 15:07:14.721736088,Neurology,South,13333,7771,50,236,1730,13598,5448,5562
2022-04-28 15:59:44.159207960,Pediatrics,North,3977,8559,20,3772,7248,6089,16915,-4582
2022-04-28 16:52:13.596679834,Emergency,West,10638,5282,92,3925,239,6496,15165,5356
2022-04-28 17:44:43.034151708,Emergency,South,11472,1019,35,816,3582,11427,18829,10453
2022-04-28 18:37:12.471623582,Neurology,North,7039,6457,18,1983,7463,7955,8323,582
2022-04-28 19:29:41.909095456,Radiology,South,9039,3420,51,531,5113,5323,14751,5619
2022-04-28 20:22:11.346567328,Oncology,West,10828,8923,36,4060,2963,9012,19246,1905
2022-04-28 21:14:40.784039202,Neurology,West,4973,1066,81,3924,5154,3614,22303,3907
2022-04-28 22:07:10.221511076,Emergency,North,6626,4133,21,684,235,13708,19671,2493
2022-04-28 22:59:39.658982950,Cardiology,West,2118,1785,60,2704,7079,6313,17683,333
2022-04-28 23:52:09.096454822,Pediatrics,South,9999,7765,40,577,7502,10165,12272,2234
2022-04-29 00:44:38.533926696,Neurology,North,14353,8735,46,5345,6858,10281,8922,5618
2022-04-29 01:37:07.971398570,Radiology,North,4292,3132,86,3989,6284,13915,23962,1160
2022-04-29 02:29:37.408870444,Emergency,South,4104,2418,23,2481,2137,12104,16190,1686
2022-04-29 03:22:06.846342318,Oncology,East,3067,4690,11,2501,150,9442,6283,-1623
2022-04-29 04:14:36.283814190,General Surgery,North,2423,2547,59,7960,5607,7677,20181,-124
2022-04-29 05:07:05.721286064,Emergency,East,5819,1358,34,3198,3340,8351,15835,4461
2022-04-29 05:59:35.158757938,Oncology,South,9703,2562,80,4737,5167,6553,16583,7141
2022-04-29 06:52:04.596229812,Neurology,South,14682,5386,79,6134,6705,6511,14860,9296
2022-04-29 07:44:34.033701686,Oncology,North,3280,3177,33,3837,2511,6029,20782,103
2022-04-29 08:37:03.471173558,Orthopedics,West,12011,4810,71,4522,1132,3265,5381,7201
2022-04-29 09:29:32.908645432,Orthopedics,North,5432,1478,38,5520,6221,9604,7777,3954
2022-04-29 10:22:02.346117306,Orthopedics,West,2762,1647,38,6216,2023,8091,13472,1115
2022-04-29 11:14:31.783589180,Radiology,East,3629,7675,99,5267,6140,6616,20431,-4046
2022-04-29 12:07:01.221061054,Radiology,West,7499,1263,90,6564,563,12089,17576,6236
2022-04-29 12:59:30.658532926,Cardiology,North,10634,8102,6,4531,353,3847,9775,2532
2022-04-29 13:52:00.096004800,Radiology,West,5014,9003,31,3662,4839,10975,14248,-3989
2022-04-29 14:44:29.533476674,General Surgery,South,12773,4742,51,2329,2267,11922,22432,8031
2022-04-29 15:36:58.970948548,Neurology,East,3497,7646,61,4504,1562,9957,16237,-4149
2022-04-29 16:29:28.408420422,Emergency,South,14444,6200,21,319,7845,3910,17336,8244
2022-04-29 17:21:57.845892294,Emergency,South,10280,3005,30,7582,6732,8961,9800,7275
2022-04-29 18:14:27.283364168,Cardiology,South,12441,4140,14,2973,1858,10678,24237,8301
2022-04-29 19:06:56.720836042,Radiology,South,11171,1129,43,2416,2150,7240,9134,10042
2022-04-29 19:59:26.158307916,General Surgery,West,10653,4718,13,6537,2405,10765,7119,5935
2022-04-29 20:51:55.595779790,Oncology,South,5552,1814,29,7589,708,13214,19640,3738
2022-04-29 21:44:25.033251662,Cardiology,West,12948,6849,24,2668,4922,5061,20133,6099
2022-04-29 22:36:54.470723536,General Surgery,South,13820,6606,19,3707,4943,11816,12891,7214
2022-04-29 23:29:23.908195410,Oncology,North,12693,1014,95,3668,4766,9890,22500,11679
2022-04-30 00:21:53.345667284,General Surgery,South,9637,6305,15,1519,1621,7507,5833,3332
2022-04-30 01:14:22.783139158,Oncology,North,10571,4488,20,5591,898,8880,8790,6083
2022-04-30 02:06:52.220611030,Pediatrics,West,6496,9898,98,3169,2884,8916,7525,-3402
2022-04-30 02:59:21.658082904,General Surgery,East,6646,1702,26,7539,7362,10360,7160,4944
2022-04-30 03:51:51.095554778,Emergency,West,4983,5841,66,7140,3406,11044,10563,-858
2022-04-30 04:44:20.533026652,Orthopedics,East,5060,7575,28,1175,1761,10221,10545,-2515
2022-04-30 05:36:49.970498526,Radiology,East,9834,5131,92,3996,3342,10368,24461,4703
2022-04-30 06:29:19.407970398,Oncology,South,8804,5842,40,7248,3738,12991,16859,2962
2022-04-30 07:21:48.845442272,Pediatrics,East,9510,7160,22,5990,4684,11579,18635,2350
2022-04-30 08:14:18.282914146,General Surgery,West,4950,7657,24,5136,5117,8844,14818,-2707
2022-04-30 09:06:47.720386020,Emergency,South,6540,7492,12,5732,5089,10492,22961,-952
2022-04-30 09:59:17.157857894,Orthopedics,East,9418,6499,19,1093,3217,13943,17548,2919
2022-04-30 10:51:46.595329766,Oncology,West,8063,3555,81,4607,2057,5088,11292,4508
2022-04-30 11:44:16.032801640,General Surgery,East,13922,4939,82,6975,7839,7601,7210,8983
2022-04-30 12:36:45.470273514,General Surgery,East,14616,5951,51,7017,451,7310,22270,8665
2022-04-30 13:29:14.907745388,Oncology,South,12123,4338,92,3940,7807,7853,19050,7785
2022-04-30 14:21:44.345217262,Cardiology,South,9661,9708,28,6381,3521,12843,8423,-47
2022-04-30 15:14:13.782689134,Cardiology,West,5421,1797,51,414,6813,13198,13045,3624
2022-04-30 16:06:43.220161008,Emergency,South,3990,9676,22,6200,2483,7481,6305,-5686
2022-04-30 16:59:12.657632882,Orthopedics,South,5856,4674,36,3475,5117,3194,5442,1182
2022-04-30 17:51:42.095104756,Oncology,North,3482,9634,88,5549,5342,8371,24076,-6152
2022-04-30 18:44:11.532576630,Emergency,North,4545,7521,46,3201,3384,6970,15393,-2976
2022-04-30 19:36:40.970048502,Emergency,West,6220,2653,41,616,4781,10241,9643,3567
2022-04-30 20:29:10.407520376,Neurology,South,14491,9764,37,2641,6146,7093,11662,4727
2022-04-30 21:21:39.844992250,General Surgery,West,13007,7681,5,4145,830,9315,9327,5326
2022-04-30 22:14:09.282464124,Radiology,North,2642,6999,96,469,5035,6069,19938,-4357
2022-04-30 23:06:38.719935998,General Surgery,North,14877,1815,31,808,5700,9583,23837,13062
2022-04-30 23:59:08.157407870,Cardiology,North,5918,7967,21,6628,7777,12363,13967,-2049
2022-05-01 00:51:37.594879744,Orthopedics,West,3586,2210,50,3929,3533,8308,13857,1376
2022-05-01 01:44:07.032351618,General Surgery,South,4409,4134,83,3569,892,8032,6322,275
2022-05-01 02:36:36.469823492,Oncology,East,8504,6455,82,6475,310,3520,19995,2049
2022-05-01 03:29:05.907295364,Emergency,South,14041,1554,99,5061,2105,10448,12495,12487
2022-05-01 04:21:35.344767238,Oncology,West,2054,3792,38,4240,61,3236,6910,-1738
2022-05-01 05:14:04.782239112,Neurology,North,2841,6865,7,205,996,7972,24314,-4024
2022-05-01 06:06:34.219710986,Orthopedics,East,8928,7218,60,5001,5126,10564,8585,1710
2022-05-01 06:59:03.657182860,Emergency,West,6587,7908,16,6233,7886,6212,7542,-1321
2022-05-01 07:51:33.094654732,Oncology,North,11176,5302,30,1906,7954,10814,16970,5874
2022-05-01 08:44:02.532126606,Cardiology,West,12812,8852,28,5570,7029,4675,6320,3960
2022-05-01 09:36:31.969598480,Radiology,East,4906,2264,64,169,4370,13522,16058,2642
2022-05-01 10:29:01.407070354,Neurology,North,7088,7819,62,5357,4176,11923,11163,-731
2022-05-01 11:21:30.844542228,Orthopedics,South,12186,3304,67,2510,431,6486,18976,8882
2022-05-01 12:14:00.282014100,Neurology,West,12124,4958,12,1423,3303,3063,7726,7166
2022-05-01 13:06:29.719485974,Cardiology,East,7056,6536,80,5285,1484,7407,16085,520
2022-05-01 13:58:59.156957848,Orthopedics,South,7982,2817,77,6797,6328,9945,23310,5165
2022-05-01 14:51:28.594429722,Neurology,East,4272,1766,30,419,3476,6851,18604,2506
2022-05-01 15:43:58.031901596,Pediatrics,West,8141,1572,62,396,3690,8699,18429,6569
2022-05-01 16:36:27.469373468,Cardiology,East,10015,5463,42,3258,5888,13147,5053,4552
2022-05-01 17:28:56.906845342,Cardiology,North,10294,6320,53,5786,6993,6010,19931,3974
2022-05-01 18:21:26.344317216,Cardiology,East,11161,8748,47,7431,279,13352,23989,2413
2022-05-01 19:13:55.781789090,Pediatrics,West,3071,1750,63,5206,4765,13308,16615,1321
2022-05-01 20:06:25.219260964,Pediatrics,North,2736,3811,87,5352,7869,13594,19617,-1075
2022-05-01 20:58:54.656732836,Oncology,East,11557,5456,25,2356,2970,13379,20205,6101
2022-05-01 21:51:24.094204710,Emergency,East,8376,8354,17,4810,4019,6894,24103,22
2022-05-01 22:43:53.531676584,Radiology,North,9749,4554,7,6276,5402,3558,22161,5195
2022-05-01 23:36:22.969148458,Neurology,South,5630,3418,93,5764,4930,9611,18179,2212
2022-05-02 00:28:52.406620332,Oncology,South,2227,6140,36,7640,5619,8848,5009,-3913
2022-05-02 01:21:21.844092204,Neurology,North,8665,6036,25,5969,2676,7447,11968,2629
2022-05-02 02:13:51.281564078,Radiology,East,7711,3988,18,303,1743,13867,17563,3723
2022-05-02 03:06:20.719035952,Emergency,South,8156,1854,99,5878,4099,3706,14623,6302
2022-05-02 03:58:50.156507826,Pediatrics,North,5570,3850,12,3833,3500,5413,11489,1720
2022-05-02 04:51:19.593979700,Emergency,West,10636,4379,11,7922,696,12661,19266,6257
2022-05-02 05:43:49.031451572,Pediatrics,East,9993,1193,87,279,895,11566,5989,8800
2022-05-02 06:36:18.468923446,Radiology,West,3619,9938,63,4296,5504,8366,7709,-6319
2022-05-02 07:28:47.906395320,Emergency,East,14885,5961,6,4586,4320,5560,7092,8924
2022-05-02 08:21:17.343867194,Oncology,South,4204,5740,73,1994,6187,9721,22629,-1536
2022-05-02 09:13:46.781339068,Orthopedics,West,4703,6632,48,1741,620,10411,14979,-1929
2022-05-02 10:06:16.218810940,Oncology,West,13242,9341,70,4393,1881,3081,18784,3901
2022-05-02 10:58:45.656282814,Neurology,North,9742,8983,22,5256,870,7201,19737,759
2022-05-02 11:51:15.093754688,Oncology,South,13694,8149,83,447,7362,9636,13163,5545
2022-05-02 12:43:44.531226562,Radiology,South,13818,6753,20,6340,2051,13565,21520,7065
2022-05-02 13:36:13.968698436,Cardiology,East,9574,5897,16,1913,1952,13946,5017,3677
2022-05-02 14:28:43.406170308,Neurology,North,11373,7969,64,3162,4529,7685,18462,3404
2022-05-02 15:21:12.843642182,Emergency,North,13448,6332,90,3978,7300,9174,14355,7116
2022-05-02 16:13:42.281114056,Neurology,East,2797,7534,96,2779,1916,3477,9170,-4737
2022-05-02 17:06:11.718585930,Orthopedics,West,11026,9120,58,7816,6876,13888,5768,1906
2022-05-02 17:58:41.156057804,Pediatrics,East,4999,6790,44,6204,3891,9720,10312,-1791
2022-05-02 18:51:10.593529676,Emergency,East,12224,1673,47,850,4618,4308,24716,10551
2022-05-02 19:43:40.031001550,General Surgery,East,14644,4701,26,71,3202,13456,14670,9943
2022-05-02 20:36:09.468473424,Neurology,North,4764,2360,8,6966,5905,4062,16319,2404
2022-05-02 21:28:38.905945298,Emergency,East,12601,4067,80,451,3357,5955,7257,8534
2022-05-02 22:21:08.343417172,Emergency,East,5684,2444,25,3864,4560,8153,11382,3240
2022-05-02 23:13:37.780889044,Emergency,East,13467,6487,95,1662,5805,3747,14532,6980
2022-05-03 00:06:07.218360918,Pediatrics,South,10199,6179,27,198,5853,8051,14603,4020
2022-05-03 00:58:36.655832792,General Surgery,West,12711,4353,46,6967,7261,9201,19045,8358
2022-05-03 01:51:06.093304666,Radiology,West,12411,7380,95,4378,4576,3987,22192,5031
2022-05-03 02:43:35.530776540,Oncology,West,8239,7781,45,6119,3216,3125,24204,458
2022-05-03 03:36:04.968248412,Emergency,West,5874,7060,20,5874,166,5595,14640,-1186
2022-05-03 04:28:34.405720286,Cardiology,North,13920,8212,40,1174,5199,3799,24824,5708
2022-05-03 05:21:03.843192160,Radiology,North,5329,6919,21,3111,288,6898,16972,-1590
2022-05-03 06:13:33.280664034,Orthopedics,East,8069,6860,58,4466,878,8622,9264,1209
2022-05-03 07:06:02.718135908,Pediatrics,North,13563,2770,86,2040,1473,6801,14444,10793
2022-05-03 07:58:32.155607780,Neurology,West,7584,6910,95,4572,7745,4461,11683,674
2022-05-03 08:51:01.593079654,Pediatrics,South,10805,1194,11,4153,7639,9213,13592,9611
2022-05-03 09:43:31.030551528,Neurology,East,10880,9766,45,2595,1668,3033,8599,1114
2022-05-03 10:36:00.468023402,Pediatrics,East,11089,6854,66,7420,3747,6754,10328,4235
2022-05-03 11:28:29.905495276,Neurology,West,10301,6914,88,713,3330,8039,18166,3387
2022-05-03 12:20:59.342967148,Emergency,West,14997,5686,61,6559,3943,8276,16833,9311
2022-05-03 13:13:28.780439022,Oncology,West,13204,5643,37,2286,159,10232,11060,7561
2022-05-03 14:05:58.217910896,Neurology,North,13110,9580,30,6527,2189,8447,17150,3530
2022-05-03 14:58:27.655382770,General Surgery,East,3160,8874,92,4502,5497,7245,24490,-5714
2022-05-03 15:50:57.092854642,Neurology,West,14173,2752,28,7335,5541,5156,14892,11421
2022-05-03 16:43:26.530326516,Cardiology,South,5610,1660,35,2158,1782,6017,13751,3950
2022-05-03 17:35:55.967798390,Neurology,East,6744,6615,31,1455,4074,3656,7993,129
2022-05-03 18:28:25.405270264,Cardiology,East,9331,3832,53,1748,6788,13732,17413,5499
2022-05-03 19:20:54.842742138,Orthopedics,North,4003,9488,77,5798,5805,4351,18857,-5485
2022-05-03 20:13:24.280214010,Emergency,East,10035,6613,70,7463,3545,7209,7045,3422
2022-05-03 21:05:53.717685884,Cardiology,West,3527,7970,74,6428,6327,3851,13346,-4443
2022-05-03 21:58:23.155157758,Oncology,West,9318,7870,35,2348,2000,11299,6655,1448
2022-05-03 22:50:52.592629632,Radiology,South,12105,1330,29,3948,3387,7382,23135,10775
2022-05-03 23:43:22.030101506,Emergency,East,14533,7777,20,6746,3666,12597,11548,6756
2022-05-04 00:35:51.467573378,Cardiology,East,13373,6401,10,3580,2122,6989,7884,6972
2022-05-04 01:28:20.905045252,Emergency,North,13538,7915,91,2593,774,7970,6489,5623
2022-05-04 02:20:50.342517126,General Surgery,West,9234,4866,73,3161,4492,5072,6518,4368
2022-05-04 03:13:19.779989000,Emergency,South,7169,7113,21,3571,626,13482,10822,56
2022-05-04 04:05:49.217460874,Emergency,West,13055,8426,13,7694,664,4611,13364,4629
2022-05-04 04:58:18.654932746,Orthopedics,East,6610,2585,94,581,5105,7764,17266,4025
2022-05-04 05:50:48.092404620,Oncology,East,8721,3940,66,5848,5231,6393,11417,4781
2022-05-04 06:43:17.529876494,Pediatrics,South,10697,7289,17,6993,2187,8425,16736,3408
2022-05-04 07:35:46.967348368,Pediatrics,East,6250,7405,11,1094,6686,4134,20903,-1155
2022-05-04 08:28:16.404820242,Cardiology,South,12198,2502,22,2689,6875,10938,6344,9696
2022-05-04 09:20:45.842292114,Emergency,South,14398,1745,49,6137,1294,9734,20981,12653
2022-05-04 10:13:15.279763988,Cardiology,West,8626,3612,28,2401,7264,4836,17809,5014
2022-05-04 11:05:44.717235862,Orthopedics,South,4855,2508,59,640,2570,8961,21125,2347
2022-05-04 11:58:14.154707736,Orthopedics,East,5964,2770,36,4728,614,8415,17255,3194
2022-05-04 12:50:43.592179610,Neurology,North,9935,2961,11,6325,4511,10721,9563,6974
2022-05-04 13:43:13.029651482,General Surgery,North,3674,8751,24,7292,5071,11986,22883,-5077
2022-05-04 14:35:42.467123356,Orthopedics,East,11382,4658,23,109,3848,3413,22718,6724
2022-05-04 15:28:11.904595230,Neurology,North,4392,7977,66,3457,5171,3392,7447,-3585
2022-05-04 16:20:41.342067104,Oncology,North,8878,7609,18,3817,4264,3231,17413,1269
2022-05-04 17:13:10.779538978,Cardiology,South,3921,1465,36,6307,7819,10456,12990,2456
2022-05-04 18:05:40.217010850,Radiology,North,14581,3069,13,4035,6738,4942,18146,11512
2022-05-04 18:58:09.654482724,Oncology,North,12884,3443,53,1563,4045,13485,19105,9441
2022-05-04 19:50:39.091954598,Orthopedics,North,6433,9336,94,7382,5387,6698,15073,-2903
2022-05-04 20:43:08.529426472,Oncology,West,3827,7563,88,2150,6079,4186,7009,-3736
2022-05-04 21:35:37.966898346,Oncology,East,12691,8516,97,4499,3927,10085,19437,4175
2022-05-04 22:28:07.404370218,General Surgery,South,2716,4048,20,3236,7752,3885,14411,-1332
2022-05-04 23:20:36.841842092,General Surgery,North,2630,5042,99,1594,2004,11801,22507,-2412
2022-05-05 00:13:06.279313966,General Surgery,East,6860,5139,28,7211,6283,11289,24379,1721
2022-05-05 01:05:35.716785840,Oncology,North,10276,5202,34,5259,620,8215,5888,5074
2022-05-05 01:58:05.154257714,Orthopedics,West,5768,7124,12,7199,1060,12138,17966,-1356
2022-05-05 02:50:34.591729586,Radiology,West,10928,8773,94,2296,3204,12874,24357,2155
2022-05-05 03:43:04.029201460,Emergency,North,4707,2287,83,4901,4104,9353,24164,2420
2022-05-05 04:35:33.466673334,Oncology,North,10418,9301,14,4638,4280,4788,8821,1117
2022-05-05 05:28:02.904145208,Neurology,North,5357,8503,40,4625,6898,13749,7730,-3146
2022-05-05 06:20:32.341617082,Orthopedics,West,11499,5819,28,5788,7315,8744,14412,5680
2022-05-05 07:13:01.779088954,Oncology,West,9860,3790,12,5857,1093,8346,19944,6070
2022-05-05 08:05:31.216560828,Radiology,East,6204,1861,5,7986,2279,13671,19331,4343
2022-05-05 08:58:00.654032702,Emergency,South,6230,9652,78,2460,1905,8232,12266,-3422
2022-05-05 09:50:30.091504576,General Surgery,South,7033,2104,91,5722,6013,10067,16630,4929
2022-05-05 10:42:59.528976450,Orthopedics,West,6386,6374,78,990,3468,4763,8481,12
2022-05-05 11:35:28.966448322,Pediatrics,South,14150,1743,37,830,847,4893,14249,12407
2022-05-05 12:27:58.403920196,Emergency,North,10157,3410,35,7023,6611,11245,23405,6747
2022-05-05 13:20:27.841392070,Neurology,East,9675,5993,81,1782,5764,8867,18018,3682
2022-05-05 14:12:57.278863944,Oncology,West,11844,9634,66,6992,2677,6814,19773,2210
2022-05-05 15:05:26.716335818,Radiology,West,3867,2833,39,531,7850,9695,13229,1034
2022-05-05 15:57:56.153807690,Pediatrics,South,8965,1885,48,1694,4432,12464,19984,7080
2022-05-05 16:50:25.591279564,Radiology,North,9196,4604,51,5150,1717,5820,15297,4592
2022-05-05 17:42:55.028751438,Pediatrics,East,2026,6357,36,4793,7997,11652,19160,-4331
2022-05-05 18:35:24.466223312,Orthopedics,South,8156,8089,67,7142,7433,11643,15872,67
2022-05-05 19:27:53.903695184,Pediatrics,West,14841,4221,26,5972,3229,4253,24942,10620
2022-05-05 20:20:23.341167058,Neurology,West,11124,9343,11,4486,7430,8534,18589,1781
2022-05-05 21:12:52.778638932,Neurology,South,8588,7937,10,2271,2744,6905,7957,651
2022-05-05 22:05:22.216110806,Cardiology,North,13650,2596,45,1526,138,13822,15955,11054
2022-05-05 22:57:51.653582680,Neurology,East,7767,3492,84,7947,199,3284,23128,4275
2022-05-05 23:50:21.091054552,Emergency,East,2466,9923,16,982,2354,9354,21921,-7457
2022-05-06 00:42:50.528526426,Pediatrics,East,9689,5333,77,7100,3647,11469,19425,4356
2022-05-06 01:35:19.965998300,Neurology,East,4700,1538,44,3626,2788,4520,14366,3162
2022-05-06 02:27:49.403470174,Orthopedics,North,11690,9163,73,2556,6174,5979,14166,2527
2022-05-06 03:20:18.840942048,Radiology,West,10809,1768,62,2096,5743,12784,18581,9041
2022-05-06 04:12:48.278413920,General Surgery,West,5777,3856,7,5482,3584,5916,11506,1921
2022-05-06 05:05:17.715885794,Radiology,East,14745,7905,47,807,1112,7111,5770,6840
2022-05-06 05:57:47.153357668,Cardiology,East,4687,3121,78,709,7609,12665,5364,1566
2022-05-06 06:50:16.590829542,Radiology,East,7332,6553,12,1951,2907,3666,8752,779
2022-05-06 07:42:46.028301416,Pediatrics,South,8806,1013,77,3774,6870,10237,15549,7793
2022-05-06 08:35:15.465773288,Cardiology,South,7056,5707,17,7909,6962,9501,17804,1349
2022-05-06 09:27:44.903245162,Pediatrics,West,11696,5490,60,3086,1372,8822,15625,6206
2022-05-06 10:20:14.340717036,Orthopedics,West,14159,9382,23,345,4501,12745,10770,4777
2022-05-06 11:12:43.778188910,Cardiology,East,2179,6993,27,5587,6345,12028,15775,-4814
2022-05-06 12:05:13.215660784,Oncology,South,9996,3864,47,2827,6701,7181,13926,6132
2022-05-06 12:57:42.653132656,Emergency,North,12777,8605,28,3816,3472,8864,16300,4172
2022-05-06 13:50:12.090604530,Emergency,South,12261,5102,7,6636,4364,11331,7053,7159
2022-05-06 14:42:41.528076404,Pediatrics,West,7464,2104,91,6382,335,4744,14447,5360
2022-05-06 15:35:10.965548278,Radiology,South,8720,3812,18,4761,7034,3353,16477,4908
2022-05-06 16:27:40.403020152,General Surgery,West,2921,7131,87,925,2418,8304,13698,-4210
2022-05-06 17:20:09.840492024,General Surgery,East,5092,1651,37,2908,587,5707,11858,3441
2022-05-06 18:12:39.277963898,Oncology,North,7527,7628,91,7069,4335,11079,24812,-101
2022-05-06 19:05:08.715435772,Cardiology,East,11702,8831,31,6220,6768,4095,24143,2871
2022-05-06 19:57:38.152907646,Oncology,East,13791,1801,16,2280,7886,3957,14574,11990
2022-05-06 20:50:07.590379520,Oncology,North,13468,5544,50,1469,806,6391,17666,7924
2022-05-06 21:42:37.027851392,Radiology,North,9465,7428,75,2218,6418,8214,24414,2037
2022-05-06 22:35:06.465323266,General Surgery,North,4719,5140,50,6677,7380,13894,13511,-421
2022-05-06 23:27:35.902795140,Cardiology,West,10113,2552,86,4842,828,7614,22862,7561
2022-05-07 00:20:05.340267014,Orthopedics,East,14924,3792,20,1000,5215,5281,20589,11132
2022-05-07 01:12:34.777738888,Radiology,West,11215,3723,62,4368,5688,8845,12021,7492
2022-05-07 02:05:04.215210760,Oncology,North,2151,6576,18,6038,5166,12464,6240,-4425
2022-05-07 02:57:33.652682634,Oncology,West,10204,3022,89,1048,2894,7148,11044,7182
2022-05-07 03:50:03.090154508,Orthopedics,North,10906,5670,47,4852,3231,11341,18490,5236
2022-05-07 04:42:32.527626382,Oncology,South,13342,5188,95,2885,3584,5406,8305,8154
2022-05-07 05:35:01.965098256,Oncology,North,5625,1603,29,7413,1742,5452,10498,4022
2022-05-07 06:27:31.402570128,Oncology,East,10440,8028,19,4644,2082,3345,6723,2412
2022-05-07 07:20:00.840042002,Emergency,East,3144,8150,78,2521,723,8737,22998,-5006
2022-05-07 08:12:30.277513876,Radiology,East,6482,7896,34,7480,4766,9525,5893,-1414
2022-05-07 09:04:59.714985750,Neurology,West,6534,9518,48,3540,2963,12545,6599,-2984
2022-05-07 09:57:29.152457624,Radiology,East,13535,6962,13,5474,3886,7440,11334,6573
2022-05-07 10:49:58.589929496,Orthopedics,North,2720,8978,96,7957,2071,8573,23740,-6258
2022-05-07 11:42:28.027401370,Oncology,South,6568,3775,86,5840,7207,13135,5504,2793
2022-05-07 12:34:57.464873244,Radiology,East,5229,4639,15,5578,2547,12779,15410,590
2022-05-07 13:27:26.902345118,Emergency,West,3006,9782,70,2563,329,8711,18710,-6776
2022-05-07 14:19:56.339816992,General Surgery,South,6728,2438,26,2105,7501,7291,20522,4290
2022-05-07 15:12:25.777288864,Orthopedics,East,13490,1850,91,2219,504,3529,9297,11640
2022-05-07 16:04:55.214760738,Pediatrics,East,12660,1439,24,7497,2808,3036,15573,11221
2022-05-07 16:57:24.652232612,Radiology,South,9099,8800,33,6416,3042,7682,18020,299
2022-05-07 17:49:54.089704486,Pediatrics,East,9116,7857,94,3301,2429,10116,13850,1259
2022-05-07 18:42:23.527176360,Oncology,West,14311,7575,67,2193,4799,8381,16071,6736
2022-05-07 19:34:52.964648232,Emergency,North,5813,3908,45,5556,2140,7128,16486,1905
